isogroup280169	GO:0005737
isogroup199258	GO:0005737;GO:0005524;GO:0004709;GO:0000186;GO:0010229;GO:0035556;GO:0000165;GO:0040008;GO:0010103;GO:0010098
isogroup54949	GO:0009507;GO:0005840;GO:0019843;GO:0003735;GO:0006412
isogroup317540	GO:0030123;GO:0030665;GO:0005737;GO:0005794;GO:0005634;GO:0005802;GO:0008089;GO:0048490;GO:0006886;GO:0016192
isogroup117437	GO:0016787
isogroup35298	GO:0005829;GO:0005634;GO:0052689;GO:0004620;GO:0044242;GO:0006631
isogroup185489	GO:0005829;GO:0005634;GO:0000166;GO:0003723;GO:0006417;GO:0046686;GO:0016032
isogroup50923	GO:0016323;GO:0009986;GO:0005887;GO:0005886;GO:0005385;GO:0035147;GO:0016477;GO:0007417;GO:0008354;GO:0008406;GO:0035262;GO:0007506;GO:0022008;GO:0007280;GO:0071577;GO:0006829
isogroup192954	GO:0005737;GO:0030425;GO:0005634;GO:0043204;GO:0005886;GO:0005891;GO:0008332;GO:0046872;GO:0032342;GO:0070509;GO:0006816;GO:0034651;GO:0086010;GO:0045956;GO:0019233
isogroup92104	GO:0005789;GO:0016021;GO:0019706;GO:0008270
isogroup323740	GO:0016597;GO:0005524;GO:0005525;GO:0008728;GO:0016301;GO:0015970
isogroup57540	GO:0005737;GO:0042132;GO:0046872;GO:0005975
isogroup182913	GO:0035253;GO:0030139;GO:0005871;GO:0016020;GO:0005874;GO:0005815;GO:0043005;GO:0048471;GO:0031982;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0008574;GO:0006200;GO:0007411;GO:0007028;GO:0008152;GO:0072383;GO:0090004;GO:0043268;GO:0008104;GO:0042391;GO:0035617;GO:0047496
isogroup25807	GO:0005576;GO:0003993;GO:0008199;GO:0008198;GO:0006811;GO:0055072
isogroup112899	GO:0005737;GO:0005856
isogroup79492	GO:0005737;GO:0005829;GO:0008168;GO:0000234;GO:0042425;GO:0032259;GO:0006656;GO:0009555;GO:0009860;GO:0010183;GO:0048528;GO:0009826
isogroup195591	GO:0009507;GO:0009941;GO:0010008;GO:0005794;GO:0016021;GO:0016020;GO:0005739;GO:0000325;GO:0009705;GO:0005886;GO:0005774;GO:0005773;GO:0009678;GO:0004427;GO:0046872;GO:0009926;GO:0010248;GO:0048366;GO:0015992;GO:0009651;GO:0009414
isogroup192567	GO:0005794;GO:0000139;GO:0016021;GO:0008643;GO:0015780
isogroup115579	GO:0036128;GO:0031514;GO:0005886;GO:0005227;GO:0005245;GO:0070509;GO:0006816;GO:0030154;GO:0007342;GO:0086010;GO:0007275;GO:0051924;GO:0060296;GO:0030317;GO:0007283
isogroup172869	GO:0005739;GO:0051539;GO:0010181;GO:0005506;GO:0016491;GO:0050243;GO:0030976;GO:0045333;GO:0022900;GO:0006090
isogroup113193	GO:0016021;GO:0005886
isogroup290890	GO:0005891;GO:0046872;GO:0005245
isogroup93971	GO:0005765
isogroup184941	GO:0005871;GO:0016020;GO:0005874;GO:0030496;GO:0051233;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0030165;GO:0008574;GO:0015631;GO:0032147;GO:0006200;GO:0051301;GO:0021846;GO:0021695;GO:0021685;GO:0021693;GO:0021987;GO:0030705;GO:0045184;GO:0021766;GO:0007018;GO:1903047;GO:0007080;GO:0043066;GO:0033624;GO:0043524;GO:0021772;GO:0008284;GO:0032467;GO:0043161;GO:0030155;GO:0001558;GO:1903429;GO:0030334;GO:2000045;GO:0010389;GO:0031641;GO:0043523;GO:0032487;GO:0031146;GO:0034446
isogroup280416	GO:0009507;GO:0016597;GO:0004072;GO:0005524;GO:0004412;GO:0050661;GO:0009089;GO:0009086;GO:0009088
isogroup19920	GO:0005737;GO:0006417
isogroup155777	GO:0005737;GO:0005524;GO:0004702;GO:0035556;GO:0023014
isogroup35007	GO:0016021;GO:0005886;GO:0015293;GO:0008643;GO:0006814
isogroup118514	GO:0005829;GO:0016277;GO:0008469;GO:0035242;GO:0035241;GO:0034969;GO:0019919;GO:0006355;GO:0010228
isogroup259911	GO:0009501;GO:0009507;GO:0033840;GO:0009011;GO:0019252
isogroup121556	GO:0000794;GO:0070062;GO:0005794;GO:0031430;GO:0005865;GO:0030018;GO:0030506;GO:0005524;GO:0005509;GO:0004674;GO:0008307;GO:0060048;GO:0048739;GO:0003300;GO:0055008;GO:0055003;GO:0007507;GO:0007076;GO:0045859;GO:1901897;GO:0051592;GO:0045214;GO:0048769;GO:0030241;GO:0030240;GO:0001756
isogroup116834	GO:0000785;GO:0005737;GO:0016020;GO:0005634;GO:0003682;GO:0044822;GO:0001955;GO:0042742;GO:0045087;GO:0051151;GO:0045787;GO:1900087;GO:0043123;GO:1900245;GO:1900246;GO:0006275;GO:0016032
isogroup290194	GO:0005887;GO:0031226;GO:0005886;GO:0030552;GO:0042802;GO:0005222;GO:0005249;GO:0005248;GO:0006812;GO:0071320;GO:0071321;GO:0001701;GO:0071805;GO:0008016;GO:0002027;GO:0042391;GO:0035725
isogroup180522	GO:0005737;GO:0004427;GO:0046872
isogroup312967	GO:0016021;GO:0031965;GO:0033017;GO:0005524;GO:0005388;GO:0046872
isogroup41540	GO:0005618;GO:0005829;GO:0005739;GO:0005730;GO:0005774;GO:0004407;GO:0009294;GO:0016575;GO:0045892;GO:0009944;GO:0010162;GO:0006351
isogroup21018	GO:0018580
isogroup20266	GO:0008278;GO:0005634;GO:0005524;GO:0003682;GO:0051301;GO:0007059;GO:0006281;GO:0051321;GO:0007064
isogroup313211	
isogroup114381	GO:0005524;GO:0030553;GO:0004692;GO:0046872;GO:0007275
isogroup75219	GO:0005524;GO:0005509;GO:0009931;GO:0006468
isogroup187912	GO:0000215;GO:0006388
isogroup264370	GO:0005776;GO:0005737;GO:0010008;GO:0070062;GO:0045335;GO:0030670;GO:0005886;GO:0019003;GO:0005525;GO:0003924;GO:0000045;GO:0006968;GO:0042384;GO:0097094;GO:0042733;GO:0006184;GO:0045861;GO:0042992;GO:0015031;GO:0032482;GO:0008589;GO:0021513
isogroup195870	GO:0003676;GO:0008270
isogroup74357	GO:0009507;GO:0005829;GO:0004462;GO:0046872;GO:0006094;GO:0006096;GO:0009651
isogroup45433	GO:0009507;GO:0009570;GO:0009535;GO:0009571;GO:0010207;GO:0009735
isogroup291561	GO:0009507;GO:0009570;GO:0016597;GO:0004072;GO:0005524;GO:0004412;GO:0050661;GO:0009089;GO:0009086;GO:0009088
isogroup302405	GO:0016021;GO:0005886;GO:0005215;GO:0055085
isogroup276065	GO:0016021;GO:0005886;GO:0015297;GO:0015992;GO:0046677
isogroup52433	GO:0009507;GO:0009941;GO:0018708;GO:0032259
isogroup113530	GO:0016021;GO:0005886;GO:0014069;GO:0005891;GO:0005516;GO:0046872;GO:0005245;GO:0007204
isogroup231740	GO:0009507;GO:0003677;GO:0010019;GO:0031930
isogroup188081	GO:0016021;GO:0005743;GO:0055085
isogroup113808	GO:0006950;GO:0046690
isogroup111732	GO:0009507;GO:0009941;GO:0016021;GO:0005524;GO:0016887;GO:0006810
isogroup204937	GO:0009986;GO:0005576;GO:0005509;GO:0051291;GO:0051260
isogroup120173	GO:0016021;GO:0005886
isogroup72213	GO:0005737;GO:0008233
isogroup297220	GO:0009507;GO:0009570;GO:0046872;GO:0004721
isogroup287820	GO:0071013;GO:0005737;GO:0036464;GO:0010494;GO:0070062;GO:0005925;GO:0016020;GO:0005634;GO:0030529;GO:0003729;GO:0000166;GO:0008143;GO:0044822;GO:0008266;GO:0008022;GO:0031047;GO:0006397;GO:2000623;GO:0000184;GO:1900153;GO:0060213;GO:0008380
isogroup273347	GO:0005737;GO:0016491;GO:0019853
isogroup113951	GO:0005814;GO:0005813;GO:0097539;GO:0005929;GO:0005737;GO:0005615;GO:0005634;GO:0051301;GO:0042384;GO:0006281;GO:0007067
isogroup310740	GO:0070062;GO:0043202;GO:0005765;GO:0004348;GO:0005102;GO:0005975;GO:0071356;GO:0046513;GO:0006680;GO:0006687;GO:0050728;GO:0032715;GO:0043407;GO:0035307;GO:0033561;GO:0043627;GO:0051384;GO:0009268;GO:0033574;GO:0097066;GO:0043589;GO:0044281;GO:0006665;GO:0046512;GO:0023021
isogroup167084	GO:0008168;GO:0008033
isogroup273965	GO:0070062;GO:0046872;GO:0004725;GO:0030389
isogroup119008	GO:0016021;GO:0005249
isogroup282544	GO:0005739;GO:0004314;GO:0044822;GO:0016740;GO:0006633;GO:0008152
isogroup121891	GO:0045177;GO:0005930;GO:0030286;GO:0030990;GO:0005874;GO:0031512;GO:0003774;GO:0042384;GO:0007368
isogroup124989	GO:0008234;GO:0036459;GO:0006511
isogroup46185	GO:0008080
isogroup490427	GO:0005840;GO:0003723
isogroup182833	GO:0016021;GO:0020037;GO:0005506;GO:0004497;GO:0016705;GO:0010268;GO:0016131;GO:0040008
isogroup318600	GO:0005509
isogroup267083	GO:0005829;GO:0005634;GO:0016874;GO:0004842;GO:0008270;GO:0009738;GO:0009788;GO:0016567;GO:0009737
isogroup212462	GO:0005634;GO:0043565;GO:0009653;GO:0007275;GO:0045595;GO:0006355;GO:0006351
isogroup119177	GO:0005506;GO:0016706
isogroup154285	GO:0000781;GO:0005634;GO:0035861;GO:0000151;GO:0016881;GO:0003682;GO:0042393;GO:0042803;GO:0004842;GO:0008270;GO:0051301;GO:0006974;GO:0006302;GO:0006303;GO:0043486;GO:0070535;GO:0033522;GO:0033523;GO:0045190;GO:0034244;GO:0045739;GO:0070936;GO:0070534;GO:0010212;GO:0007286;GO:0006511
isogroup196244	GO:0016021;GO:0005743;GO:0000095;GO:1901962;GO:0015805
isogroup182560	GO:0008810;GO:0030245
isogroup312045	GO:0005737;GO:0003677;GO:0008470;GO:0043565;GO:0006974;GO:0045892
isogroup147520	GO:0005829;GO:0031901;GO:0052629;GO:0004438;GO:0004725;GO:0046856
isogroup174848	GO:0009815;GO:0031418;GO:0046872;GO:0016706;GO:0009693;GO:0009835
isogroup169799	GO:0005737;GO:0071424;GO:0070475
isogroup62039	GO:0009982;GO:0003723;GO:0001522;GO:0006364
isogroup281347	GO:0016021;GO:0005886;GO:0015297;GO:0015238
isogroup217103	GO:0016021;GO:0005886;GO:0022891
isogroup333723	GO:0005829;GO:0005634;GO:0005506;GO:0031418;GO:0016706;GO:0019826;GO:0031545;GO:0045454;GO:0018401;GO:0045732;GO:0043523;GO:0001666
isogroup82091	GO:0005789;GO:0000139;GO:0016021;GO:0015031;GO:0016192
isogroup80176	GO:0005737;GO:0004252
isogroup51427	GO:0005737;GO:0047992
isogroup265487	GO:0005509
isogroup298734	GO:0005737;GO:0016607;GO:0005634;GO:0000151;GO:0016874;GO:0002039;GO:0042803;GO:0004842;GO:0008270;GO:0032436;GO:0031398;GO:0051865;GO:0016567;GO:0042787
isogroup291657	GO:0005737;GO:0005856;GO:0005634
isogroup149743	GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0030331;GO:0030544;GO:0051879;GO:0042277;GO:0003755;GO:0008134;GO:0006915;GO:0071492;GO:0061077;GO:0034389;GO:0000122;GO:0043065;GO:0050714;GO:0045070;GO:0006461;GO:0006457;GO:0000413;GO:0015031;GO:0042981
isogroup215218	GO:0070062;GO:0019898;GO:0005622;GO:0045053;GO:0006623
isogroup117136	GO:0016021;GO:0006810
isogroup349431	GO:0005737;GO:0004364
isogroup111700	GO:0043190;GO:0015424;GO:0005524;GO:0015821
isogroup44967	GO:0016021
isogroup225598	GO:0005524;GO:0004674
isogroup286984	GO:0005887;GO:0005886;GO:0008076;GO:0030552;GO:0042802;GO:0005222;GO:0005249;GO:0005248;GO:0007267;GO:0071320;GO:0071321;GO:0071805;GO:0042391;GO:0035725;GO:0007268
isogroup223546	GO:0016020;GO:0005524;GO:0016887;GO:0051607
isogroup276558	GO:0005783;GO:0005789;GO:0000329;GO:0016021;GO:0005774;GO:0015171;GO:0034639;GO:0032974;GO:0006995;GO:1902475;GO:0015807;GO:0030435
isogroup53019	GO:0005615;GO:0003755;GO:0009405;GO:0006457
isogroup280182	GO:0016538;GO:0007049;GO:0051301
isogroup240003	GO:0005813;GO:0005829;GO:0005634;GO:0003824;GO:0008234;GO:0006915;GO:0000910;GO:0040001;GO:0045143;GO:0000212;GO:0000278;GO:0000070;GO:0045875;GO:0045842
isogroup152718	GO:0008270;GO:0009737;GO:0010200
isogroup219652	GO:0016021;GO:0005886;GO:0005524;GO:0016887;GO:0006810
isogroup277492	
isogroup46962	GO:0009507;GO:0009570;GO:0019172;GO:0019249
isogroup174860	GO:0016324;GO:0042582;GO:0005911;GO:0030425;GO:0070062;GO:0030426;GO:0016021;GO:0030027;GO:0043005;GO:0005886;GO:0031201;GO:0042581;GO:0008021;GO:0005773;GO:0050544;GO:0005484;GO:0000149;GO:0006886;GO:0060291;GO:0031175;GO:0045785;GO:0008284;GO:0050921;GO:2000010;GO:1903078;GO:0031629;GO:0048278
isogroup285861	GO:0005737;GO:0005829;GO:0030425;GO:0043197;GO:0005769;GO:0030027;GO:0014069;GO:0043234;GO:0001726;GO:0031982;GO:0042803;GO:0043539;GO:0017137;GO:0017112;GO:0030676;GO:0001662;GO:0016197;GO:0007626;GO:0007528;GO:0048812;GO:0045860;GO:0071902;GO:0032851;GO:0032855;GO:0008104;GO:0001881;GO:0051036;GO:0032313;GO:0006979;GO:0035249;GO:0016050
isogroup37610	GO:0005829;GO:0005764;GO:0005086;GO:0030036;GO:0031589;GO:0006935;GO:0043327;GO:0031154;GO:0032012
isogroup180341	GO:0005789;GO:0000250;GO:0006694
isogroup70938	GO:0008810;GO:0030247;GO:0030245
isogroup178640	GO:0005730;GO:0000786;GO:0003677
isogroup266491	GO:0005737;GO:0005524;GO:0008270;GO:0006260;GO:0006457;GO:0009408
isogroup290655	
isogroup283591	GO:0016021
isogroup316095	
isogroup174956	GO:0005783;GO:0005794;GO:0000139;GO:0016021;GO:0008499;GO:0006486
isogroup303773	GO:0005737;GO:0052630;GO:0003977;GO:0003983;GO:0006011;GO:0019276;GO:0006048;GO:0006047
isogroup238231	GO:0005524;GO:0016787
isogroup265594	GO:0005829;GO:0016020;GO:0005634;GO:0005886;GO:0000502;GO:0043161;GO:0030163
isogroup177424	GO:0003995;GO:0050660;GO:0052890;GO:0071271
isogroup29407	
isogroup174887	GO:0003824;GO:0050662
isogroup44579	GO:0005887;GO:0015297;GO:0005247
isogroup294507	GO:0045335;GO:0005524;GO:0004356;GO:0006807;GO:0009617
isogroup195152	GO:0005737;GO:0004365;GO:0051287;GO:0050661;GO:0006006;GO:0006096
isogroup266117	GO:0005737;GO:0046872;GO:0004722;GO:0006470
isogroup286250	GO:0051287;GO:0043115;GO:0051266;GO:0004851;GO:0009236;GO:0019354
isogroup211768	
isogroup98963	GO:0005829;GO:0005783;GO:0070062;GO:0016020;GO:0005739;GO:0005634;GO:0048471;GO:0005524;GO:0051087;GO:0030544;GO:0046872;GO:0051082;GO:0030521;GO:0042769;GO:0043066;GO:0043508;GO:0043065;GO:0070585;GO:0042026;GO:0051223;GO:0009408;GO:0030317;GO:0007283
isogroup86624	GO:0000794;GO:0070062;GO:0005794;GO:0031430;GO:0005865;GO:0030018;GO:0030506;GO:0005524;GO:0005509;GO:0004674;GO:0008307;GO:0060048;GO:0048739;GO:0003300;GO:0055008;GO:0055003;GO:0007507;GO:0007076;GO:0045859;GO:1901897;GO:0051592;GO:0045214;GO:0048769;GO:0030241;GO:0030240;GO:0001756
isogroup307817	GO:0005737;GO:0005524;GO:0003677;GO:0004386;GO:0043024;GO:0008270;GO:0000184
isogroup64374	GO:0005634;GO:0005524;GO:0004004;GO:0016887;GO:0003723;GO:0006200;GO:0000184;GO:0006364
isogroup213946	GO:0005811;GO:0005875;GO:0005739;GO:0004449;GO:0000287;GO:0051287;GO:0006099
isogroup204448	GO:0046872;GO:0000907;GO:0046306;GO:0044273
isogroup288471	GO:0005814;GO:0005813;GO:0097539;GO:0005929;GO:0005737;GO:0005615;GO:0005634;GO:0051301;GO:0042384;GO:0006281;GO:0007067
isogroup272612	GO:0016272;GO:0006457
isogroup80670	GO:0005509
isogroup281090	GO:0000421;GO:0033110;GO:0006914;GO:0015031
isogroup201833	GO:0004197;GO:0006915
isogroup301431	GO:0051285;GO:0031254;GO:0005829;GO:0005886;GO:0008289;GO:0016314;GO:0004725;GO:0007015;GO:0007188;GO:0031152;GO:0006928;GO:0006935;GO:0043327;GO:0030010;GO:0000281;GO:0050919;GO:0071901;GO:0046856;GO:0048015;GO:0051272;GO:0036051;GO:0045761;GO:0022604;GO:0031272
isogroup171448	GO:0005840;GO:0008097;GO:0003735;GO:0006412
isogroup210129	GO:0005789;GO:0016021;GO:0003865;GO:0047751;GO:0009055;GO:0006702;GO:0030154;GO:0007530;GO:0007548;GO:0044281;GO:0008202
isogroup269645	GO:0016874;GO:0008270;GO:0016567
isogroup288327	GO:0016021;GO:0042651
isogroup265528	GO:0005737;GO:0005634
isogroup235244	GO:0000786;GO:0005634;GO:0005524;GO:0003677;GO:0004386;GO:0016874;GO:0004842;GO:0008270;GO:0006281;GO:0006334;GO:0000209
isogroup231020	GO:0052689
isogroup165440	GO:0044297;GO:0005813;GO:0005794;GO:0048471;GO:0004197;GO:0001664;GO:0004221;GO:0004843;GO:0008270;GO:0007411;GO:0016477;GO:0051298;GO:0006897;GO:0043161;GO:0016579;GO:0071108;GO:0070536;GO:0008277;GO:0061136
isogroup28853	GO:0016021
isogroup119841	GO:0003677;GO:0046872
isogroup186407	GO:0009535;GO:0016021;GO:0005886;GO:0045263;GO:0046933;GO:0042777
isogroup113638	GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0016409;GO:0019706;GO:0008270;GO:0018345;GO:0006605
isogroup116756	GO:0005788;GO:0016757;GO:0009103
isogroup331418	GO:0016787
isogroup60624	GO:0005730;GO:0005634;GO:0032040;GO:0003723;GO:0000462;GO:0006364
isogroup35770	GO:0005737;GO:0005634;GO:0051747;GO:0043734;GO:0008198;GO:0016706;GO:0008283;GO:0006307;GO:0006281;GO:0035552
isogroup279990	
isogroup157237	GO:0004364
isogroup224682	GO:0005930;GO:0005813;GO:0072686;GO:0043025;GO:0005509;GO:0008022;GO:0021795
isogroup80618	GO:0004721
isogroup49037	GO:0005829;GO:0005669;GO:0000991;GO:0006357;GO:0006367
isogroup97401	GO:0005794;GO:0016021;GO:0031902;GO:0015031
isogroup276489	GO:0005524;GO:0016887
isogroup314069	GO:0005737;GO:0005524;GO:0016485;GO:0009408
isogroup280437	GO:0070062;GO:0016021;GO:0005739;GO:0005886;GO:0016206;GO:0000287;GO:0016036;GO:0042420;GO:0042135
isogroup196440	GO:0030424;GO:0043194;GO:0009925;GO:0016323;GO:0005856;GO:0030425;GO:0014704;GO:0016328;GO:0005764;GO:0016020;GO:0031594;GO:0033268;GO:0033270;GO:0045211;GO:0042383;GO:0016529;GO:0045202;GO:0005923;GO:0030018;GO:0044325;GO:0005200;GO:0007411;GO:0007409;GO:0071286;GO:0045184;GO:0043001;GO:0010960;GO:0072660;GO:0071709;GO:0000281;GO:1902260;GO:0007528;GO:0019228;GO:0007009;GO:0045760;GO:0010650;GO:0034112;GO:0090314;GO:0072659;GO:0072661;GO:0007165;GO:0050808
isogroup192354	GO:0005929;GO:0005737;GO:0005856;GO:0005524;GO:0070735;GO:0018094
isogroup230391	GO:0005524;GO:0004674
isogroup72519	GO:0030424;GO:0044299;GO:0070062;GO:0005886;GO:0001518;GO:0005248;GO:0086067;GO:0086069;GO:0061337;GO:0086010;GO:0019228;GO:0060371;GO:0055117;GO:0002027;GO:0034765;GO:0019233;GO:0035725;GO:0006814
isogroup272292	GO:0005737;GO:0004813;GO:0002161;GO:0005524;GO:0046872;GO:0003676;GO:0006419;GO:0006450
isogroup103253	
isogroup296145	GO:0030176;GO:0031227;GO:0044232;GO:0005886;GO:0046872;GO:0005543;GO:0006869
isogroup310426	GO:0005783;GO:0004190;GO:0070001;GO:0003677;GO:0009737;GO:0009414;GO:0009627
isogroup264069	GO:0005739;GO:0005524;GO:0005507;GO:0004775;GO:0006094;GO:0006096;GO:0019243;GO:0009853;GO:0080129;GO:0051788;GO:0009651;GO:0006105;GO:0006104;GO:0006099;GO:0006511
isogroup81595	GO:0005783;GO:0009506;GO:0005524;GO:0004467;GO:0031957;GO:0010143;GO:0050832;GO:0006631;GO:0010311;GO:0010025
isogroup183076	GO:0005737;GO:0005576;GO:0016020;GO:0005509;GO:0003682;GO:0007155
isogroup171625	GO:0005509
isogroup201242	GO:0016021;GO:0005886;GO:0015293;GO:0015204;GO:0071918
isogroup171258	GO:0016021;GO:0005524;GO:0042626;GO:0005215;GO:0031154;GO:0006810
isogroup53861	GO:0005739;GO:0004314;GO:0044822;GO:0016740;GO:0006633;GO:0008152
isogroup293083	GO:0005737;GO:0005634;GO:0005524;GO:0008026;GO:0003723;GO:0000184;GO:0006364
isogroup138377	GO:0005737;GO:0005730;GO:0005731;GO:0003682;GO:0046872;GO:0070403;GO:0097372;GO:0070932;GO:0000122;GO:0007072;GO:0009303
isogroup244262	GO:0005737;GO:0005634;GO:0016874;GO:0004842;GO:0042787
isogroup122426	GO:0003824
isogroup291273	GO:0016021;GO:0005886;GO:0005524;GO:0016887;GO:0004222;GO:0008270;GO:0030163
isogroup266203	
isogroup117140	GO:0005634;GO:0045335;GO:0003684;GO:0006289;GO:0043161
isogroup320239	GO:0047879;GO:0031177;GO:0017000
isogroup271857	GO:0009507;GO:0016597;GO:0004072;GO:0005524;GO:0004412;GO:0050661;GO:0009089;GO:0009086;GO:0009088
isogroup305900	GO:0009507;GO:0009941;GO:0031969;GO:0009570;GO:0020037;GO:0005506;GO:0004497;GO:0016705;GO:0016117
isogroup298508	GO:0005524;GO:0004371;GO:0008289;GO:0046872;GO:0019588
isogroup190888	GO:0005929;GO:0005737;GO:0005524;GO:0030145;GO:0004674;GO:0004702;GO:0051301;GO:0006974;GO:0035556;GO:0000278;GO:0007067;GO:0006468;GO:2000772;GO:1900062;GO:0023014
isogroup181189	GO:0003824;GO:0006284
isogroup171788	GO:0005634;GO:0005506;GO:0030145;GO:0004721
isogroup113895	GO:0016021;GO:0000155;GO:0005249
isogroup58038	GO:0016021;GO:0005886;GO:0008076;GO:0005251;GO:0001508;GO:0006112;GO:0071805;GO:0051260;GO:0050796;GO:0044281;GO:0007268
isogroup232278	GO:0005887;GO:0005886;GO:0030552;GO:0005249;GO:0005248;GO:0071805;GO:0042391;GO:0035725;GO:0007268
isogroup167444	GO:0005789;GO:0000506;GO:0016021;GO:0016020;GO:0017176;GO:0008194;GO:0006501;GO:0044267;GO:0006506;GO:0009893;GO:0043687;GO:0016254
isogroup171487	GO:0005886;GO:0005524;GO:0016887;GO:0005215
isogroup62851	GO:0005886;GO:0047228;GO:0009246;GO:0009247;GO:0070395
isogroup308741	GO:0005622;GO:0031419;GO:0008705;GO:0008898;GO:0008270;GO:0042558
isogroup154128	GO:0009277;GO:0016021;GO:0004553;GO:0044275
isogroup117639	GO:0005737;GO:0005634;GO:0005506;GO:0031418;GO:0016706;GO:0031545;GO:0006919;GO:0006915;GO:0006974;GO:0018401;GO:0018126;GO:0042127;GO:0043523;GO:0001666
isogroup267609	GO:0005737;GO:0003985;GO:0042619
isogroup306233	GO:0016021;GO:0005524;GO:0042626;GO:0005215;GO:0031154;GO:0006810
isogroup231692	
isogroup342121	GO:0009279;GO:0004563;GO:0005975
isogroup248859	GO:0005737;GO:0016020;GO:0005634;GO:0003950;GO:0003676;GO:0006355;GO:0006351
isogroup177442	GO:0008060;GO:0008270;GO:0009555;GO:0032312
isogroup123490	GO:0009986;GO:0005887;GO:0005622;GO:0000155;GO:0005249;GO:0071805;GO:0010389;GO:0042391
isogroup119701	GO:0051213
isogroup110475	GO:0005737;GO:0002161;GO:0005524;GO:0004823;GO:0006429
isogroup220352	GO:0016021;GO:0008643
isogroup208612	GO:0097361;GO:0016226
isogroup240058	GO:0005737;GO:0005856;GO:0007275;GO:0016055
isogroup93127	GO:0070062;GO:0005739;GO:0016787
isogroup183816	GO:0005737;GO:0000139;GO:0000784;GO:0005635;GO:0005634;GO:0000242;GO:0048471;GO:0019899;GO:0046872;GO:0003950;GO:0035264;GO:0090263;GO:0032212;GO:0006471;GO:0070213;GO:0070198;GO:0000209;GO:0040014;GO:0016055
isogroup291096	GO:0005737;GO:0005634;GO:0008139;GO:0006886
isogroup120970	GO:0071546;GO:0030154;GO:0043046;GO:0031047;GO:0007140;GO:0007275;GO:0034587;GO:0007283
